topic,key,value
robot_joint_control,theta_ref,-0.6108652353
robot_joint_control,err,0.7330383062
robot_joint_control,omega,2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-4.6651908159
robot_joint_control,I_eff,0.0005386000
robot_joint_control,alpha,-8661.6980788447
robot_joint_control,sim_time,2.1555556078
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint06
robot_joint_control,theta,2.0703969002
robot_joint_control,theta_ref,1.0471975803
robot_joint_control,err,-1.0231993198
robot_joint_control,omega,-2.7925267220
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,2.7925267220
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,0.5527575016
robot_joint_control,I_eff,0.0001832800
robot_joint_control,alpha,3015.9182031212
robot_joint_control,sim_time,2.1611111634
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint01
robot_joint_control,theta,-2.4372963905
robot_joint_control,theta_ref,-1.5707963705
robot_joint_control,err,0.8665000200
robot_joint_control,omega,2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-1.3286479712
robot_joint_control,I_eff,0.0008393600
robot_joint_control,alpha,-1582.9298167592
robot_joint_control,sim_time,2.1611111634
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint02
robot_joint_control,theta,1.2441222668
robot_joint_control,theta_ref,1.3960047960
robot_joint_control,err,0.1518825293
robot_joint_control,omega,0.2233675420
robot_joint_control,omega_ref,0.0465419963
robot_joint_control,err_d,-0.1768255457
robot_joint_control,alpha_ref,-4.1887903214
robot_joint_control,torque,-0.1660410785
robot_joint_control,I_eff,0.0242945701
robot_joint_control,alpha,-6.8344933809
robot_joint_control,sim_time,2.1611111634
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint03
robot_joint_control,theta,-0.8201755285
robot_joint_control,theta_ref,-1.2217304707
robot_joint_control,err,-0.4015549421
robot_joint_control,omega,2.0943951607
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.0943951607
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-29.8884299994
robot_joint_control,I_eff,0.0095423805
robot_joint_control,alpha,-3132.1775657417
robot_joint_control,sim_time,2.1611111634
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint04
robot_joint_control,theta,0.6496483088
robot_joint_control,theta_ref,-0.7853981853
robot_joint_control,err,-1.4350464940
robot_joint_control,omega,-2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-12.8850138783
robot_joint_control,I_eff,0.0009299600
robot_joint_control,alpha,0.0000000000
robot_joint_control,sim_time,2.1611111634
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint05
robot_joint_control,theta,-1.3439035416
robot_joint_control,theta_ref,-0.6108652353
robot_joint_control,err,0.7330383062
robot_joint_control,omega,2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-4.6651908159
robot_joint_control,I_eff,0.0005386000
robot_joint_control,alpha,-8661.6980788447
robot_joint_control,sim_time,2.1611111634
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint06
robot_joint_control,theta,2.0703969002
robot_joint_control,theta_ref,1.0471975803
robot_joint_control,err,-1.0231993198
robot_joint_control,omega,-2.7925267220
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,2.7925267220
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,0.5527575016
robot_joint_control,I_eff,0.0001832800
robot_joint_control,alpha,3015.9182031212
robot_joint_control,sim_time,2.1666667191
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint01
robot_joint_control,theta,-2.4318642616
robot_joint_control,theta_ref,-1.5707963705
robot_joint_control,err,0.8610678911
robot_joint_control,omega,2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-1.4644511938
robot_joint_control,I_eff,0.0008393600
robot_joint_control,alpha,-1744.7235913494
robot_joint_control,sim_time,2.1666667191
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint02
robot_joint_control,theta,1.2452123165
robot_joint_control,theta_ref,1.3961987495
robot_joint_control,err,0.1509864330
robot_joint_control,omega,0.2026647329
robot_joint_control,omega_ref,0.0232709385
robot_joint_control,err_d,-0.1793937944
robot_joint_control,alpha_ref,-4.1887903214
robot_joint_control,torque,-0.1675838553
robot_joint_control,I_eff,0.0242945701
robot_joint_control,alpha,-6.8979963290
robot_joint_control,sim_time,2.1666667191
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint03
robot_joint_control,theta,-0.8246520162
robot_joint_control,theta_ref,-1.2217304707
robot_joint_control,err,-0.3970784545
robot_joint_control,omega,2.0943951607
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.0943951607
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-29.7765178084
robot_joint_control,I_eff,0.0095423805
robot_joint_control,alpha,-3120.4496545157
robot_joint_control,sim_time,2.1666667191
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint04
robot_joint_control,theta,0.6360735297
robot_joint_control,theta_ref,-0.7853981853
robot_joint_control,err,-1.4214717150
robot_joint_control,omega,-2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-12.5456444025
robot_joint_control,I_eff,0.0009299600
robot_joint_control,alpha,0.0000000000
robot_joint_control,sim_time,2.1666667191
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint05
robot_joint_control,theta,-1.3439035416
robot_joint_control,theta_ref,-0.6108652353
robot_joint_control,err,0.7330383062
robot_joint_control,omega,2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-4.6651908159
robot_joint_control,I_eff,0.0005386000
robot_joint_control,alpha,-8661.6980788447
robot_joint_control,sim_time,2.1666667191
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint06
robot_joint_control,theta,2.0703969002
robot_joint_control,theta_ref,1.0471975803
robot_joint_control,err,-1.0231993198
robot_joint_control,omega,-2.7925267220
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,2.7925267220
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,0.5527575016
robot_joint_control,I_eff,0.0001832800
robot_joint_control,alpha,3015.9182031212
robot_joint_control,sim_time,2.1722222748
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint01
robot_joint_control,theta,-2.4272644520
robot_joint_control,theta_ref,-1.5707963705
robot_joint_control,err,0.8564680815
robot_joint_control,omega,2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-1.5794464350
robot_joint_control,I_eff,0.0008393600
robot_joint_control,alpha,-1881.7270715623
robot_joint_control,sim_time,2.1722222748
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint02
robot_joint_control,theta,1.2462289333
robot_joint_control,theta_ref,1.3962633610
robot_joint_control,err,0.1500344276
robot_joint_control,omega,0.1872986406
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-0.1872986406
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-0.1221257150
robot_joint_control,I_eff,0.0242945701
robot_joint_control,alpha,-5.0268728598
robot_joint_control,sim_time,2.1722222748
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint03
robot_joint_control,theta,-0.8290681839
robot_joint_control,theta_ref,-1.2217304707
robot_joint_control,err,-0.3926622868
robot_joint_control,omega,2.0943951607
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.0943951607
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-29.6661136150
robot_joint_control,I_eff,0.0095423805
robot_joint_control,alpha,-3108.8797748753
robot_joint_control,sim_time,2.1722222748
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint04
robot_joint_control,theta,0.6224987507
robot_joint_control,theta_ref,-0.7853981853
robot_joint_control,err,-1.4078969359
robot_joint_control,omega,-2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-12.2062749267
robot_joint_control,I_eff,0.0009299600
robot_joint_control,alpha,0.0000000000
robot_joint_control,sim_time,2.1722222748
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint05
robot_joint_control,theta,-1.3439035416
robot_joint_control,theta_ref,-0.6108652353
robot_joint_control,err,0.7330383062
robot_joint_control,omega,2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-4.6651908159
robot_joint_control,I_eff,0.0005386000
robot_joint_control,alpha,-8661.6980788447
robot_joint_control,sim_time,2.1722222748
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint06
robot_joint_control,theta,2.0703969002
robot_joint_control,theta_ref,1.0471975803
robot_joint_control,err,-1.0231993198
robot_joint_control,omega,-2.7925267220
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,2.7925267220
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,0.5527575016
robot_joint_control,I_eff,0.0001832800
robot_joint_control,alpha,3015.9182031212
robot_joint_control,sim_time,2.1777778305
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint01
robot_joint_control,theta,-2.4233694077
robot_joint_control,theta_ref,-1.5707963705
robot_joint_control,err,0.8525730371
robot_joint_control,omega,2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-1.6768225431
robot_joint_control,I_eff,0.0008393600
robot_joint_control,alpha,-1997.7394001912
robot_joint_control,sim_time,2.1777778305
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint02
robot_joint_control,theta,1.2472150326
robot_joint_control,theta_ref,1.3962633610
robot_joint_control,err,0.1490483284
robot_joint_control,omega,0.1788611561
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-0.1788611561
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-0.0624033511
robot_joint_control,I_eff,0.0242945701
robot_joint_control,alpha,-2.5686131033
robot_joint_control,sim_time,2.1777778305
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint03
robot_joint_control,theta,-0.8334248066
robot_joint_control,theta_ref,-1.2217304707
robot_joint_control,err,-0.3883056641
robot_joint_control,omega,2.0943951607
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.0943951607
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-29.5571980476
robot_joint_control,I_eff,0.0095423805
robot_joint_control,alpha,-3097.4658967702
robot_joint_control,sim_time,2.1777778305
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint04
robot_joint_control,theta,0.6089239717
robot_joint_control,theta_ref,-0.7853981853
robot_joint_control,err,-1.3943221569
robot_joint_control,omega,-2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-11.8669054508
robot_joint_control,I_eff,0.0009299600
robot_joint_control,alpha,0.0000000000
robot_joint_control,sim_time,2.1777778305
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint05
robot_joint_control,theta,-1.3439035416
robot_joint_control,theta_ref,-0.6108652353
robot_joint_control,err,0.7330383062
robot_joint_control,omega,2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-4.6651908159
robot_joint_control,I_eff,0.0005386000
robot_joint_control,alpha,-8661.6980788447
robot_joint_control,sim_time,2.1777778305
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint06
robot_joint_control,theta,2.0703969002
robot_joint_control,theta_ref,1.0471975803
robot_joint_control,err,-1.0231993198
robot_joint_control,omega,-2.7925267220
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,2.7925267220
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,0.5527575016
robot_joint_control,I_eff,0.0001832800
robot_joint_control,alpha,3015.9182031212
robot_joint_control,sim_time,2.1833333862
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint01
robot_joint_control,theta,-2.4200711250
robot_joint_control,theta_ref,-1.5707963705
robot_joint_control,err,0.8492747545
robot_joint_control,omega,2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-1.7592796087
robot_joint_control,I_eff,0.0008393600
robot_joint_control,alpha,-2095.9774215080
robot_joint_control,sim_time,2.1833333862
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint02
robot_joint_control,theta,1.2481799126
robot_joint_control,theta_ref,1.3962633610
robot_joint_control,err,0.1480834484
robot_joint_control,omega,0.1736638993
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-0.1736638993
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-0.0345527828
robot_joint_control,I_eff,0.0242945701
robot_joint_control,alpha,-1.4222430217
robot_joint_control,sim_time,2.1833333862
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint03
robot_joint_control,theta,-0.8377227187
robot_joint_control,theta_ref,-1.2217304707
robot_joint_control,err,-0.3840077519
robot_joint_control,omega,2.0943951607
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.0943951607
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-29.4497502446
robot_joint_control,I_eff,0.0095423805
robot_joint_control,alpha,-3086.2058339929
robot_joint_control,sim_time,2.1833333862
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint04
robot_joint_control,theta,0.5953491926
robot_joint_control,theta_ref,-0.7853981853
robot_joint_control,err,-1.3807473779
robot_joint_control,omega,-2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-11.5275359750
robot_joint_control,I_eff,0.0009299600
robot_joint_control,alpha,0.0000000000
robot_joint_control,sim_time,2.1833333862
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint05
robot_joint_control,theta,-1.3439035416
robot_joint_control,theta_ref,-0.6108652353
robot_joint_control,err,0.7330383062
robot_joint_control,omega,2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-4.6651908159
robot_joint_control,I_eff,0.0005386000
robot_joint_control,alpha,-8661.6980788447
robot_joint_control,sim_time,2.1833333862
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint06
robot_joint_control,theta,2.0703969002
robot_joint_control,theta_ref,1.0471975803
robot_joint_control,err,-1.0231993198
robot_joint_control,omega,-2.7925267220
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,2.7925267220
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,0.5527575016
robot_joint_control,I_eff,0.0001832800
robot_joint_control,alpha,3015.9182031212
robot_joint_control,sim_time,2.1888889419
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint01
robot_joint_control,theta,-2.4172780514
robot_joint_control,theta_ref,-1.5707963705
robot_joint_control,err,0.8464816809
robot_joint_control,omega,2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-1.8291064501
robot_joint_control,I_eff,0.0008393600
robot_joint_control,alpha,-2179.1679968821
robot_joint_control,sim_time,2.1888889419
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint02
robot_joint_control,theta,1.2491277456
robot_joint_control,theta_ref,1.3962633610
robot_joint_control,err,0.1471356153
robot_joint_control,omega,0.1699911058
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-0.1699911058
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-0.0215206742
robot_joint_control,I_eff,0.0242945701
robot_joint_control,alpha,-0.8858223937
robot_joint_control,sim_time,2.1888889419
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint03
robot_joint_control,theta,-0.8419627547
robot_joint_control,theta_ref,-1.2217304707
robot_joint_control,err,-0.3797677159
robot_joint_control,omega,2.0943951607
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.0943951607
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-29.3437493443
robot_joint_control,I_eff,0.0095423805
robot_joint_control,alpha,-3075.0974003355
robot_joint_control,sim_time,2.1888889419
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint04
robot_joint_control,theta,0.5817744136
robot_joint_control,theta_ref,-0.7853981853
robot_joint_control,err,-1.3671725988
robot_joint_control,omega,-2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-11.1881664991
robot_joint_control,I_eff,0.0009299600
robot_joint_control,alpha,0.0000000000
robot_joint_control,sim_time,2.1888889419
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint05
robot_joint_control,theta,-1.3439035416
robot_joint_control,theta_ref,-0.6108652353
robot_joint_control,err,0.7330383062
robot_joint_control,omega,2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-4.6651908159
robot_joint_control,I_eff,0.0005386000
robot_joint_control,alpha,-8661.6980788447
robot_joint_control,sim_time,2.1888889419
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint06
robot_joint_control,theta,2.0703969002
robot_joint_control,theta_ref,1.0471975803
robot_joint_control,err,-1.0231993198
robot_joint_control,omega,-2.7925267220
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,2.7925267220
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,0.5527575016
robot_joint_control,I_eff,0.0001832800
robot_joint_control,alpha,3015.9182031212
robot_joint_control,sim_time,2.1944444976
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint01
robot_joint_control,theta,-2.4149129391
robot_joint_control,theta_ref,-1.5707963705
robot_joint_control,err,0.8441165686
robot_joint_control,omega,2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-1.8882342577
robot_joint_control,I_eff,0.0008393600
robot_joint_control,alpha,-2249.6119155942
robot_joint_control,sim_time,2.1944444976
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint02
robot_joint_control,theta,1.2500607967
robot_joint_control,theta_ref,1.3962633610
robot_joint_control,err,0.1462025642
robot_joint_control,omega,0.1670448780
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-0.1670448780
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-0.0153846741
robot_joint_control,I_eff,0.0242945701
robot_joint_control,alpha,-0.6332556623
robot_joint_control,sim_time,2.1944444976
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint03
robot_joint_control,theta,-0.8461456299
robot_joint_control,theta_ref,-1.2217304707
robot_joint_control,err,-0.3755848408
robot_joint_control,omega,2.0943951607
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.0943951607
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-29.2391774654
robot_joint_control,I_eff,0.0095423805
robot_joint_control,alpha,-3064.1387219059
robot_joint_control,sim_time,2.1944444976
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint04
robot_joint_control,theta,0.5681996346
robot_joint_control,theta_ref,-0.7853981853
robot_joint_control,err,-1.3535978198
robot_joint_control,omega,-2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-10.8487970233
robot_joint_control,I_eff,0.0009299600
robot_joint_control,alpha,0.0000000000
robot_joint_control,sim_time,2.1944444976
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint05
robot_joint_control,theta,-1.3439035416
robot_joint_control,theta_ref,-0.6108652353
robot_joint_control,err,0.7330383062
robot_joint_control,omega,2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-4.6651908159
robot_joint_control,I_eff,0.0005386000
robot_joint_control,alpha,-8661.6980788447
robot_joint_control,sim_time,2.1944444976
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint06
robot_joint_control,theta,2.0703969002
robot_joint_control,theta_ref,1.0471975803
robot_joint_control,err,-1.0231993198
robot_joint_control,omega,-2.7925267220
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,2.7925267220
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,0.5527575016
robot_joint_control,I_eff,0.0001832800
robot_joint_control,alpha,3015.9182031212
robot_joint_control,sim_time,2.2000000533
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint01
robot_joint_control,theta,-2.4129102230
robot_joint_control,theta_ref,-1.5707963705
robot_joint_control,err,0.8421138525
robot_joint_control,omega,2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-1.9383021593
robot_joint_control,I_eff,0.0008393600
robot_joint_control,alpha,-2309.2620080520
robot_joint_control,sim_time,2.2000000533
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint02
robot_joint_control,theta,1.2509801388
robot_joint_control,theta_ref,1.3962633610
robot_joint_control,err,0.1452832222
robot_joint_control,omega,0.1644537151
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-0.1644537151
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-0.0124565959
robot_joint_control,I_eff,0.0242945701
robot_joint_control,alpha,-0.5127316866
robot_joint_control,sim_time,2.2000000533
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint03
robot_joint_control,theta,-0.8502721190
robot_joint_control,theta_ref,-1.2217304707
robot_joint_control,err,-0.3714583516
robot_joint_control,omega,2.0943951607
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.0943951607
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-29.1360152364
robot_joint_control,I_eff,0.0095423805
robot_joint_control,alpha,-3053.3277686539
robot_joint_control,sim_time,2.2000000533
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint04
robot_joint_control,theta,0.5546248555
robot_joint_control,theta_ref,-0.7853981853
robot_joint_control,err,-1.3400230408
robot_joint_control,omega,-2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-10.5094275475
robot_joint_control,I_eff,0.0009299600
robot_joint_control,alpha,0.0000000000
robot_joint_control,sim_time,2.2000000533
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint05
robot_joint_control,theta,-1.3439035416
robot_joint_control,theta_ref,-0.6108652353
robot_joint_control,err,0.7330383062
robot_joint_control,omega,2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-4.6651908159
robot_joint_control,I_eff,0.0005386000
robot_joint_control,alpha,-8661.6980788447
robot_joint_control,sim_time,2.2000000533
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint06
robot_joint_control,theta,2.0703969002
robot_joint_control,theta_ref,1.0471975803
robot_joint_control,err,-1.0231993198
robot_joint_control,omega,-2.7925267220
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,2.7925267220
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,0.5527575016
robot_joint_control,I_eff,0.0001832800
robot_joint_control,alpha,3015.9182031212
robot_joint_control,sim_time,2.2055556090
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint01
robot_joint_control,theta,-2.4112143517
robot_joint_control,theta_ref,-1.5707963705
robot_joint_control,err,0.8404179811
robot_joint_control,omega,2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-1.9806989431
robot_joint_control,I_eff,0.0008393600
robot_joint_control,alpha,-2359.7728542010
robot_joint_control,sim_time,2.2055556090
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint02
robot_joint_control,theta,1.2518863678
robot_joint_control,theta_ref,1.3962633610
robot_joint_control,err,0.1443769932
robot_joint_control,omega,0.1620446146
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-0.1620446146
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-0.0110213161
robot_joint_control,I_eff,0.0242945701
robot_joint_control,alpha,-0.4536534712
robot_joint_control,sim_time,2.2055556090
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint03
robot_joint_control,theta,-0.8543429971
robot_joint_control,theta_ref,-1.2217304707
robot_joint_control,err,-0.3673874736
robot_joint_control,omega,2.0943951607
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.0943951607
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-29.0342432857
robot_joint_control,I_eff,0.0095423805
robot_joint_control,alpha,-3042.6625105297
robot_joint_control,sim_time,2.2055556090
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint04
robot_joint_control,theta,0.5410500765
robot_joint_control,theta_ref,-0.7853981853
robot_joint_control,err,-1.3264482617
robot_joint_control,omega,-2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-10.1700580716
robot_joint_control,I_eff,0.0009299600
robot_joint_control,alpha,0.0000000000
robot_joint_control,sim_time,2.2055556090
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint05
robot_joint_control,theta,-1.3439035416
robot_joint_control,theta_ref,-0.6108652353
robot_joint_control,err,0.7330383062
robot_joint_control,omega,2.4434609413
robot_joint_control,omega_ref,0.0000000000
robot_joint_control,err_d,-2.4434609413
robot_joint_control,alpha_ref,0.0000000000
robot_joint_control,torque,-4.6651908159
robot_joint_control,I_eff,0.0005386000
robot_joint_control,alpha,-8661.6980788447
robot_joint_control,sim_time,2.2055556090
robot_joint_control,dt,0.0055555557
robot_joint_control,joint_name,joint06
robot_joint_control,theta,2.0703969002
robot_joint_control,theta_ref,1.0471975803
robot_joint_control,err,-1.0231993198
robot_joint_control,omega,-2.7925267220
robot_joint_control,omega_ref,0.0000000000
